Artista;Cancion;Lyrics;Etiqueta;Expresion
alejandrosanz;Bio;"

Soy el hijo de María y de Jesús
La de Alcalá y el de Algeciras
Yo el más pequeño de dos
Mi hermano mayor de agosto
De diciembre 18, yo

Siempre fui introvertido
Tenía miedo, estaba ido
Me gustaba la poesía, el flamenco y mi bujío
No tuve muchos amigos, no era por mirarme el ombligo
Era que a mí me atraía más que lo de fuera
Lo que tenía dentro metío

Jugaba a veces en el barrio, por no parecer extraño
Pero no encajaba bien con los malos
Que mandaban en el extrarradio
Siempre me vi rarito, me daba pena salir en clase
En la pizarra, cualquiera me hacía chiquito al burlarse
Quería guitarra y son
Pero en el pupitre al sol con mi compañero
Jugaba a ser el más vacilón
Yo relleno y el flaquito

En la escuela me hice el malo
Creyendo que así no me darían más palos
Pero me los llevé en la calle
Y en el corazón y en los rellanos

Mi padre tocaba en un grupo
Mi madre luchaba en la casa
¿Cuántas veces la vi llorando porque perdía la batalla?
Y cuando estallaba su impotencia
Se me clavaba en el alma
Y en las costillas con aquellos gritos de plata

No me malentiendan, mi madre fue salvavidas
Y mi padre, aunque faltaba, también peleaba la vida

No me gustaba el fútbol
Me pedía ser el portero en mi escenario imaginario
Siempre ganaba seis cero

Pasábamos malos tiempos
Pero teníamos huevos
Para ganarle al miedo un pedacito de cielo

La vida se fijó en mí y empecé a soñar en grande
Total, para seguir en lo mismo
Ya tenía el labio en sangre
No creía en los milagros
Ni en que pudiera lograrlo
Además, ya había gente que te echaba el agua a jarros

Pero insistí de una forma
Que aún hoy me deja helado
Yo no quería nada
Pero lo buscaba a nado
Sabía que la música era
Lo que me sacaría del lodo
Como si fuera el anillo
Que buscaba ese tipo que le llaman Frodo

Y de repente me vi subiéndome a un escenario
Gente que no conocía, mis cancioncillas cantando
Y decidí dar las gracias, hacer siempre lo que esté en mi mano
Para agradecer a la vida semejante regalo

Llevo ya 30 años dedicado a este sueño
que empezó como empeño, ilusión, opción y anhelo
Y ese soy yo, resumiendo, desde que tengo razón
No intento engañar a nadie sino escribir mi canción

En medio de tanta mentira
No sabes cómo agradezco
El soplo de verdad que gira
En torno a ti amanezco
Ahora que es todo apariencia
Valoro en su justa medida
Lo auténtico de tu presencia
En el albor de mi vida
";0;
alejandrosanz;Hoy Que No Ests;"

Hoy que no estás, el mundo se ha vestido de gris,
de pena, el cielo se va llorando por el jardín.
Hoy que no estás, mi cama no ha podido dormir.

Hoy que no estás, las calles son inútiles.
O son el eco de tu risa, o son inútiles.
Hoy que no estás, te extraña mi guitarra,
mi perro está triste, se ausenta la magia, niña.

Si no puedo verte, no quiero paisajes.
Si no me acompañas, ¿dónde voy a ir?
Si no podré volver jamás a acariciarte,
seré como una orilla sin mar, sin oleaje y brisa.
Me dirá que sí, me dirá que sí.

Me quedará en el aire un pensamiento,
que se irá sincero y lento,
Y en el viento flotará, hoy que no estás.

Y que a pesar que me parece hasta mentira,
puede que la vida siga.
Pero si tú no estás, ¿pa qué?
Dime, ¿pa qué?

Hoy que no estás, voy a inventarme el final
tú regresabas y no nos separábamos más.
Es mi canción, no tengo que decir la verdad.

Diré que me besas y, al darte la mano,
oiremos violines y atardecerá.
Así, cuando me entere que no estás aquí,
al menos, mi canción me dirá que sí.
Me dirá que sí, me dirá que sí, que te quedes.

Y quedará solamente un pensamiento,
que también se irá. Y te cuento
que, en el viento flotará, hoy que no estás.

Y quedará solamente un pensamiento,
que también se irá sincero y lento,
y en el viento flotará, hoy que no estás.
Y que a pesar que me parece hasta mentira,
puede que la vida siga.
Pero si tú no estás, ¿pa qué?

Hoy que no estás
Dime, ¿pa qué?
dirá que si te quedas
Me dirá que sí, me dirá que sí.
Me dirá que sí, me dirá que sí.
";0;
juangabriel;Yo No S Qu Me Pas;"

Yo no se que me paso
Pero no siento mas amor por ti

Es mejor, terminar
Que seguir así
Es muy triste lo se
Es muy triste lo se
Pero que puedo hacer 
Y que puedo hacer si hoy

Ya no siento mas amor 
Muy de repente se acabo
Es mejor la verdad
Yo no se mentir

Es verdad que te ame
Es muy cierto te ame
Pero ahora ya vez
Um ahora ya vez, que no
Por algún tiempo sufriras
Yo lo se

Pero alguien vendrá y te dará, su amor
Tarde o temprano, tu
Volverás a ver la luz

Pero nunca le hieres
Nunca le humilles
Nunca le engañes
Nunca le dañes su amor

Para que nunca te abandonen
Debes de dar amor sincero
Para acabar con las traiciones
Debes decir adios primero
Como yo
";0;
ozuna;Arabe;"

Yo me estoy buscando como un árabe
Mange una morena y me la enganche
Si tu no me crees pues entonce ven a ver
Con tu tenis jordán ready pa' correr

Yo me estoy buscando como un árabe
Mange una morena y me la enganche
Si tu no me cree pue entonce ven a ver
Con tu zapatico ready pa' correr

Yo me estoy buscando como que vendo petroleo
Tengo una casa en dubai y un hotel en juan dolió
Una barba gigantesca que me tapa el cuello
5 esposas que tu no le puedes ver el cabello
Soy pana del papa del presidente de qatar
Cuando se me muere alguien allahu akbar
Tu te estas quejando que no paro de llamar?
Okey una mamadita y no te vuelvo a molestar
Que tengo grajo estas en lo cierto
Párese que abajo de los sobaco tengo un muerto
Tal vez porque aquí hay guerra cada vez que estoy despierto
O porque me la paso montando camello en el desierto y
Toy dizzy
Y ustedes tan en crisis
También tengo un primo en isi
My nigga take it easy
Porque ustedes no se mueven ni porque se metan molly
Y nosotros volando de Arabia saudita pa' cali
No se comparen y mejor paren
Pa' que la carrera no me azaren
Pa' no darle ñema a tu jevita karen
Pa' que mi gente no cojan pique pan y te disparen
Después no te venga a quejar porque te mataron
Que en tu casa se metieron la piscina te robaron
Y todo eso lo haremos solo para darnos cuenta
De que no tienes nada de valor y tu vales verga verga

Tenemos las botella que yo beberé
Con billete en los bolsillo estamos cheveré
Así pidan lo que quieran que yo pagaré
Nos metemos donde sea con las mujeres
Mami si yo te lo clavo yo no acabaré
Té lo juro mami que yo a ti te llamaré
Mentira yo más nunca te veré
Es que yo tengo diez esposas como un árabe
Mi casa es su casa pónganseme cómodas
Y quiero que toditas beban
Y que caminemos desnudos sin miedo
Como lo hacían adán y Eva
Pero por favor mis amores recuerden que yo no las quiero pa' jeva
Yo solo soy el cavernícola que se va meter en su cueva
Y venimos con todo explotando bocinas tamos en busca de los millones
Bebiendo jodiendo en en club y en hoteles rompiendo colchones
Andamos con ali baba buscando y matando a cuarenta ladrones
Aquí todos estamos casado pero en secreto tenemos mujerones

En batola y en sandalia yo no uso pantalones
En la casa de Natalia estoy contando 100 millones

";1;"
Una barba gigantesca que me tapa el cuello
5 esposas que tu no le puedes ver el cabello

Tu te estas quejando que no paro de llamar?
Okey una mamadita y no te vuelvo a molestar


Es que yo tengo diez esposas como un árabe

Pero por favor mis amores recuerden que yo no las quiero pa' jeva
Yo solo soy el cavernícola que se va meter en su cueva

"
badbunny;Solia;"

Llego soliá, salió sin la amiga
Revelá' en el alcohol buscando una salida
De esa relación de mentira
Mami, ya vi como me miras
Te lo repito por si se te olvida
Envíale un mensaje que diga

Que no te deje sola
Porque puede perderte
Si algún día vuelve a verte
De mi parte le dice'
Que no te deje sola
Porque puede perderte
Si algún día vuelve a verte
Eh, eh, eh, eh

Hoy quiere bailar la noche entera, ey
Está casi soltera
No le presenta a nadie eso le da flojera
Total al final de la noche ella tiene lo que quiera
La luna ya le indicó
Subió algo pa'l story, alguien se picó
Sonó su canción y se la dedicó
Dice que quiere hacerlo conmigo rico, eh
Que los cristales se empañen
La nena está grande
Como pa' que alguien la regañe
La noche no le dañe, eh
Que la Kardashian ya no está pa' Kanye
Han sido muchas decepcione', eh
Mentira' de to's estos cabrone', eh
Una vez más le fallaron
Daría una oportunidad pero se le acabaron

";0;
juangabriel;La Princesa Y La Reina;"

A las diez de la mañana
Recibí una gran sorpresa
Ha llegado desde España
La guapísima princesa

Procedente de Madrid
La que canta y baila y reza
Y me viene a ver a mi
Y me dijo la guapeza

Ya fuera de protocolo
Se lleno de sencillez
Y me dijo, tienes arte
De la cabeza a los pies
Ay chiquillo como escribes!
Que bien bailas cuando cantas
Y como yo soy la infanta
De eso se bastante bien

Quise darle un dulce beso
En sus lindos labios rojos
Y en eso me desperté

A sido un sueño oh, oh!

Solamente ha sido un sueño
Yo jamás seré su dueño
Ella a mi ni me conoce
Solamente fue un saludo

Al cuarto para las doce
En el premiere de: yo soy esa
De mi comadre Isabel
Que Isabel pues la pantoja
Cual otra mas iba a ser
La mujer que mas se antoja
De besarle hasta los pies
Ella si que tiene arte

Si la viera Fred Astaire
Le dijera baile usted
Mientras yo la veo y la aplaudo
Porque lo hace usted muy bien

Ay, Isabel!, ay, Isabel!, ay, Isabel!
Tu nombre me sabe a canto
Tu baile como a clavel

Esto si que no es un sueño
Adiós princesa de España
Adiós mi reina Isabel

Ojala que seas dichosa
Ojala te vuelva a ver
Aquí en México te admiran
Y eso que no te han mirado
Todo el arte que tu tienes
Pues nos tienes olvidados
Porque diantres nunca vienes
A mis treinta y dos estados
Mientras vienes dale un beso
A tu madre doña Ana
Dos abrazos a bernardo
Y tres a tu hermano juan
Pero cuatro a mi compadre
Agustín, el buen galán
Cinco al guapo de francisco
Que ya un hombre debe ser
Seis besitos a la niña
Esa niña que al nacer
Su papa que esta en la gloria
Le llamo niña Isabel

Isabel, Isabel, Isabel ay, ay!
Tu nombre me sabe a canto
Tu baile como a clavel

Y a través de ella te canta
Y te baila sevillanas
Para que nunca estés sola
Para que nunca estés triste
Para que nunca pienses
Que la eternidad no existe

Eres como el mar de grande
Eres como el pan de buen
Eres como el sol brillante
Igual que la luna llena

Eres un sueño oh, oh!
Eres un sueño
";0;
aventura;Dj V;"

Quiero revivir la pasión que ayer mostrábamos delante de la gente.
Como nos abrazábamos, como me acariciabas la cara lentamente así.
Dame la oportunidad de gozar de tus besos. Tus caricias las extraño.
En tu cárcel vivo preso. Dame otra oportunidad. Bien sabes que yo soy de tí.

No lo pienses dulce amor que estoy harto de sufrir. 
Mira que te necesito y hasta he pensado en morir. 
Quítame ya este castigo. No soporto este tormento. 
Yo no me olvido de tí. Te llevo en mi pensamiento. 
Eres tú vidita mía la que quiero, no es a ella. 
En verdad me he dado cuenta que vales tú más que esa.
Revivamos la locura tan divina del amor. 
Ven sácame de esta cárcel, de esta cárcel de dolor

Henry don't you worry. Dedícale esta bachata, and if she wants to front, switch the girl to one that's hotter. 
Ella se perderá the trip to the Bahamas, aquella llamadita a las cinco de la mañana,
Déjà vú once again, a la cinco de la mañana. 

Rodar juntos por la yerba, caminar bajo la lluvia, montar juntos a caballo.
Que perdamos la cordura como hacíamos ayer, aquellas mañanitas de amor.

";0;
arcangel;Slo T;"

Déjame soñarte eternamente
Y si despierto que sea por tus suspiros

Juro se siente bien...
Ver tu silueta después de tanto placer
Juro se siente bien...
Que tu recuerdo me traigan escalofríos

Juro se siente bien...
Ver tu silueta después de tanto placer
Juro se siente bien...
Es diferente a todo lo que yo he vivido

Porque solo tu tu tu tu tu tu tu tu tuuu...
No hay nadie como tu tu tu tu tu tu tu tu tuuu...

Mami linda
Se siente bien tener el placer de mirarte
Mientras amanece y poder contemplar
Esa carita tuya que sonríe mientras duerme
Y yo no puedo parar de mirar

Me excita tu piel, tu olor de mujer
Hay muchas cosas que hay que sentirlas para creer
Y si lo cuento nadie me cree
Pero así es mejor, solo soy yo el que lo se

Con tan solo un beso baby tu me elevas
Haciendo el amor, tocamos las estrellas
Nunca habia visto una mujer tan bella
Tu eres mi princesa, de mi alma la dueña

Y como te explico, contigo es diferente
Estos sentimientos no salen frecuentemente
Tu con tu locura, me volviste demente
Que nos importe un culo lo que piense la gente

Es más, nos vamos de aquí, hacia otro país
Amanecemos en Grecia y al otro día en París
Solo tu decides donde quieras vivir
Desde ahora en adelante lo que quieras pedir pa ti

All Rights
Yes we are
The Favorites
Luian
Austin La Marash
Junto al Pretty Boy
Maluma
Directamente desde Colombia, Puerto Rico
Flow Factory
Baby
Sólo Tú
Oh Yes, La Marash
Kevin ADG, Chan El Genio
The Rude Boys
Diselo Luian, Luian, Luian
Los Favoritos
";0;
sodastereo;Pasos;"

(Suena el mar)
prefiero seguir tus pasos
(Suena el mar)
prefiero seguirte.

Tengo mal de alturas
y aquí vuelan pájaros de oro
si me mareé, es por devoción
Yo prefiero seguir tus pasos

Es igual a un láser
la pasión actúa por reflejo
de 1 a 2, de 2 a 3
Yo prefiero seguir tus pasos

Suena el mar
Suena el mar
Y yo prefiero seguir tus pasos
";0;
cafetacuba;Eres;"

Eres
Lo que más quiero en este mundo, eso eres
Mi pensamiento mas profundo, también eres
Tan sólo dime lo que hago, aquí me tienes

Eres
Cuando despierto, lo primero, eso eres
Lo que a mi vida le hace falta si no vienes
Lo único, preciosa, que mi mente habita hoy

¿Qué mas puedo decirte?
Tal vez puedo mentirte sin razón
Pero, lo que hoy siento
Es que sin ti estoy muerto, pues
Eres lo que más quiero en este mundo, eso eres

Eres
El tiempo que comparto, eso eres
Lo que la gente promete cuando se quiere
Mi salvación, mi esperanza, y mi fe

Soy el que quererte quiere como nadie soy
El que te llevaría el sustento día a día 
El que por ti
Daría la vida, ese soy

Aquí estoy a tu lado
Y espero aquí sentado hasta el final
No te has imaginado
Lo que por ti he esperado pues eres
Lo que yo amo en este mundo, eso eres
Cada minuto en lo que pienso, eso eres
Lo que más cuido en este mundo, eso eres
";0;
anagabriel;Vamonos;"

Que no somos iguales 
Dice la gente
Que tu vida y mi vida
Se van a perder
Que yo soy un canalla
Y que tú eres decente
Que dos eres distintos 
No se pueden querer

Pero yo ya te quise 
Y no te olvido
Y morir en tus brazos
Es mi ilusión
Yo no entiendo esas cosas
De las clases  sociales
Solo se que me quieres
Y que te quiero yo

Vamonos...
Donde nadie nos juzgue
Donde nos diga que hacemos mal
Vamonos...
Alejados del mundo
Donde no haya justicia
Ni leyes ni nada
No más nuestro amor

Que no somos iguales...
Dice la gente
";0;
sodastereo;Toma La Ruta;"

No preguntes mas por mi
Nadie sabe nada nada
No estés preocupada
Yo la paso bien

Ah después de tanto andar
tanto andar
Estas en el mismo lugar
Mismo lugar

Probaste luna
Y bebiste cielo
Y a veces sueñas con volver
A los viejos buenos tiempos

Ah después de tanto andar
tanto andar
Estas en el mismo lugar
Mismo, mismo lugar

Sal del camino
Toma la ruta
Será diferente, diferente, diferente

Ah y si después de andar
tanto andar
Estas en el mismo lugar
Mismo lugar
Después de tanto andar
tanto andar
Estas en el mismo lugar
Mismo lugar

Toma la ruta
Sal del camino y toma la ruta
";0;
arcangel;Mujer Maravillosa;"

Hey, aja
Me copia
Claro, ja-ja
Arcangel pa
El maravilloso
Con Tainy
Nosotros somos la verdaderas amenazas
De esta pendeja' Ja-ja
Hey
Prrraaa

Yo nunca había visto una chica como tú
Tan bella, real, como tú
Linda, tan preciosa
Simplemente mujer maravillosa
Que tenga la piel como tú
Que sepan a miel como tú
Linda, tan preciosa
Simplemente mujer maravillosa

Te llevaré a lugares que tu no ve'
Si lo has visto ha sido por cable tv, yo
Me desenfoco si me das un poco
Me vuelvo loco cuando yo te toco
Me vuelve loco al tocar tu piel
Quisiera ver lo que puedes hacer
Mi belleza tropical anda buscando soltura
Quieres que Arcangel la lleve a las alturas
Tranquila mami que yo tengo cura
Maravillosa, melaza pura
Se dan cuenta que quieres acción
La seducción que hay en mi reggaetón
Puedo ver que te gusta
Agresivamente a mi flow te ajustas
Mmm, fanática de la presión
Ven y baila con la sensación

Uh, Quiero llevarte
A un lugar oscuro y aparte
Donde parte por parte
Juro que yo voy a excitarte
Y a ti te va a gustar
Sé que a ti te va a encantar
Más duro me pedirás
Ven no te arrepentirás

Ja-ja
Hey you
Arcangel pa
El maravilloso
Con Tainy
Hey you gian
Papi
Tu sabes que yo soy el de la pauta ja-ja
Jorge
La maravilla
Wow
Hey wow
I'm wow
I'm wow
Hey wow
Prrrraaa
Ja-ja
El mas superdotado de los bebé
Oye, pregunta por la calle si no me cree
Oye pregunta por la calle si no me crees
";0;
anagabriel;Solamente Una Vez;"

Solamente una vez 
ame en la vida 
Solamente una vez 
y nada mas 

Una vez nada mas en mi huerto 
brillo la esperanza, 
la esperanza que alumbra 
el camino de mi soledad 

Una vez nada mas 
se entrega el alma 
con la dulce y total renunciacion 

y cuando ese milagro realiza 
el prodigio de amarse 
hay campanas de fiesta que cantan 
en el corazón 
";0;
monlaferte;Cancion Sin Miedo;"

Que tiemble el Estado, los cielos, las calles
Que tiemblen los jueces y los judiciales
Hoy a las mujeres nos quitan la calma
Nos sembraron miedo, nos crecieron alas

A cada minuto de cada semana
Nos roban amigas, nos matan hermanas
Destrozan sus cuerpos, los desaparecen
¡No olvide sus nombres, por favor, Señor Presidente!

Por todas las compas marchando en Reforma
Por todas las morras peleando en Sonora
Por las comandantas luchando por Chiapas
Por todas las madres buscando en Tijuana

Cantamos sin miedo, pedimos justicia
Gritamos por cada desaparecida
Que resuene fuerte: ¡Nos queremos vivas!
Que caiga con fuerza el feminicida

Yo todo lo incendio, yo todo lo rompo
Si un día algún fulano te apaga los ojos
Ya nada me calla, ya todo me sobra
Si tocan a una, respondemos todas

Soy Claudia, soy Esther y soy Teresa
Soy Ingrid, soy Fabiola y soy Valeria
Soy la niña que subiste por la fuerza
Soy la madre que ahora llora por sus muertas
Y soy esta que te hará pagar las cuentas
(¡Justicia! ¡Justicia! ¡Justicia!)

Y retiemble en sus centros la tierra
Al sororo rugir del amor

";1;"A cada minuto de cada semana
Nos roban amigas, nos matan hermanas
Destrozan sus cuerpos, los desaparecen
¡No olvide sus nombres, por favor, Señor Presidente!



"
alejandrosanz;Como Te Echo De Menos;"

Existe un niño que vive en mí
Luchando por tenerte
Y revive momentos
Lejanos ya, y me hace pensar
Confundiendo realidad,
Obligándome a escuchar

Tu voz diciendo de lejos
Cómo te echo de menos
No puedo más
¿Por qué te alejas?

Lo que me cuesta comprender
Que aunque eres parte del ayer
No me vale que hundas 
Tu cabeza en mi jersey
Lo que te cuesta comprender
Que aunque eres parte del ayer
Me desespero
Que también yo lo he sufrido
Que en este tiempo sin vernos
Cómo te he echado de menos

Me besas y me hundo y sé
Que nadie en este mundo entendería
Que queremos volver

Perdiendo a cada instante un poco más
Luchando por tenerte hasta el final
Sigo escuchando de lejos
Cómo te echo de menos
Qué fuerza será
La que aún nos une

Lo que te cuesta comprender
Que aunque eres parte del ayer
No me vale que hundas 
Tu cabeza en mi jersey, no no
Lo que te cuesta comprender
Que aunque eres parte del ayer
Me desespero
Que también yo lo he sufrido
Que en este tiempo sin vernos
Cómo te he echado de menos

Me besas y me hundo y sé
Que nadie en este mundo entendería
Que queremos volver

";0;
alejandrosanz;T No Tienes La Culpa;"

Sigo pensando en ti como en las olas del mar 
Que se envuelven en sí mismas y se olvidan de nadar 
Sigo esperando el día para verte despertar 
Tú me das la luz 

Quiero mirar tus ojos 
Que me saben perdonar 
Y mi alma se hace añicos solo oírte respirar 
Tú le das sentido a todo incluso a esta oscuridad 
Tú eres luz 

Y tú no tienes la culpa 
De las cosas que duelen 
Tu me haces bello el retorno 
Y das sentido a lo que viene 
Tú no tienes culpa 
Ni yo.

Me has entregado versos que ni el cielo podrá
Me has llamado con la fuerza de la voz del huracán 
Tú me has abrazado cuando todo andaba mal 
Tú me diste luz 
Tú me diste calma y me la enseñaste a usar 
Tú trajiste lunas nuevas, nuevecitas a este mar 
Yo prendí en tu pelo un alfiler de libertad 
Porque eres tú 

Tú no tienes la culpa 
De las cosas que no valen 
Tú me haces bello el retorno 
Y eres más bella que nadie 
Tú no tienes la culpa 
Si te pierdes el baile 
Tú me haces bello el desastre 
Si quisieras perdonarme 
Yo no tengo razones 
Pero me da coraje 
No quiero que te roce 
Ni un solo fleco de este aire 
Tú no tienes la razón, ni esta canción, 
Ni yo
Ni yo, ni yo
Tú no tienes la culpa
Y eres bella, bella

";0;
anagabriel;Quin Como T;"

El perfume de su almohada, tu lo conoces bien 
y la humedad de sus sabanas blancas también 
que suerte la tuya que puedes tenerlo a tus pies 
sintiendo en tu boca sus besos que saben a miel 

Mirando como le hablas de amor el tiempo no se detiene 
y nada tengo yo que esperar aunque me quede en el aire 

quién como tú, que día a día puedes tenerle 
quién como tú, que solo entre tus brazos se duerme 
quién como tú 

quién como tú, que tarde a tarde esperas que llegue 
quién como tú, que con ternura cura sus fiebres 
quién como tú 

Esas noches de locura, tu las disfrutas bien 
y entre sus brazos las horas no pasan lo se 
";0;
ozuna;Ella Y Yo Remix;"

[Ozuna:]
Mami 
como quisiera detener el tiempo 
que nadie moleste 
apaga el celular 
dice que yo la pongo mal 
no lo puede evitar 
en mi cama te quiero probar 
probar, probar... 

[Arcángel:]
Se pasa mi celu checkeando 
que puta me anda llamando 
y ya yo se la quité al jevo 
llevo dándole como un mes entero 

¡This is the remix! 

[Farruko, Anuel AA:]
Porque tu eres solo mía y el lo tiene que entender 
ella solo chinga conmigo y aquí el cabrón es él 
que no te esté llamando, dile que lo estoy buscando 
si lo pillo por ahí le mando brrr 

[Ñengo Flow:]
Quiere sentirlo por dentro 
y que la rompa de mil maneras 
tiene Murachi y un leggin sin panty 
me pone bellako y me la como entera 

Tiene el toto afeitado, bien perfumado 
estoy alucinando y no te he probado 
tírate en cuatro desnuda completa 
que hoy vas a temblar como nunca has temblau 

Se graba pa' Snapchat mientras la azoto 
le doy corrrietazos y la derroto 
la dejo venía durmiendo en la cama 
porque de este charco yo soy el piloto 

Es una demente, no es ninguna pendeja 
de ninguna puta mi baby se deja 
y tira pa' lante' va a todas conmigo 
puta que le ronque le parte la ceja 

[Bryant Myers:]
Ya con el cheque en Scotia' 
afeitate la chocha, y las piernas mera mi herma' 
hoy voy a buscarla cuando tu te duermas 

Si tu no le contestas el se encuerna 
y si no te lo meto tu te enferma 
y siempre que estamos chingando 
y me vengo te gusta tragarte mi esperma 

Diabólica 
conmigo tu te vienes mas rico 
cuando estamos fornicando 
y tu marido esperando y no te ve demonia 
yo lo voy a matar si se entera que estamos chichando 
antes tu eras de él pero el está bolicheando 

[Arcángel:]
Papi estate tranquilo 
ella no está contigo 
si no llega a su destino 
júralo anda conmigo 
todo se lo consigo 
de eso ella es testigo 
y cuando yo le meto 
ella le llega hasta el ombligo 

Duro bien duro como tiene que ser 
cuarto fuerte hasta el amanecer 
que vuelva contigo no se va a poder 
como te lo hago entender 
que yo le doy duro 
pero mucho mas duro 
que lo que tu llamas duro 
yo si que le doy duro 
con ella me curo 
en la cama yo le rompo ese culo 

[Alexio:]
En mi momento lo saco y lo meto otra vez 
uno punto diez me sobreexcede 
te pongo al revés bebe 
no se como es que puedes 

Chingando me arreglas el clima 
cuando de espaldas te subes encima 
y duro te doy duro te arrimas 
así el bicho te lastimas 

Claro, no me hables de fingir 
claro, que tu y yo somos infieles 
cuando te jalo por el pelo 
me encantas y te canto 
y haciéndolo te vienes 

[Kevin Roldán:]
Le mando... 
dile que tu eres mi bebe 
el único que te hace venirte 
el que saca tiempo para ti 
tu te sientes bien donde mi 

Yo se que tu no habías visto un nene como yo 
que te haga sentir como yo 
que tenga mas billetes que yo 
y que a los 23 sea multimillo 

Le gusta mi mansión por todos los lugares 
en la puerta tiene las huellas digitales 
quiero hacértelo encima de todas mis naves 
en cual quieres primero en el Porsche o en el Ferrari 

[Darrel:]
Mami ponte las Yeezy 
que yo me voy de Ferragamo, de Giuseppe 
y no va a ser lo mismo baby después que yo me empepe 
quítate la ropa quédate desnuda quiero que encima te trepes 
tu novio que le baje que la 19 fulete 

Yo de nadie dependo 
la calle con Genius prendida la tengo 
las saa y las endo 
todo el mundo llamando dandole quejas a Ñengo 
tu sabes que después que prendo 
yo soy el único que el toto te enciendo 
y la movie te ciega 
tranquila baby que yo entiendo 

Todo el mundo te conoce 
tranquila mami a mi también me conocen 
baby ponte en las poses 
todo cambia después de un par de 5 12 
tu quieres que yo me lo saque 
y te bajes el panty y que ahí te lo roce 
y volvemos y lo hacemos antes del checkout a las 12 

[Anuel AA:]
Tú eres mi pistola, y yo soy tu chip 
me siento como un demonio cuando estoy adentro de ti 
yo me echo 3 percos te meto este bicho 
y te pongo a brincar tú encima de mí 
mámame el bicho bebé en mi cuello tengo 15 mil 

[Ñejo:]
Yo no estoy a favor nah 
con las pegas esas de cuernos 
pero me manda una foto con el culo 
mirando pa' acá 
dime donde es que vamos a vernos 

Las tetas son hechas 
pero el culo es natural 
all kinder yes 
ella quiere acapela 
pero no estamos en el estudio 
si no hay condón mejor le huyo 

El toto bien lindo 
que cualquiera le baja pal' pozo 
en verdad lo único que me detiene 
es que yo se que te la chingas con tu esposo 
me estás tentando, tu sabes 
no te lo voy a negar 
pero pa' la próxima ves si quiere que te la mame 
tienes que darte una ducha vaginal 

[Ozuna:]
Una mujer empresaria, solo quiere de mi 
tiene lo de ella no quiere fronteo no la ven por ahí 
usa vestido de Valentino, no quiere oro le encanta el platino 
le pone mal mi fragancia dice que yo soy su negro fino 

Copas de vino en el cuarto solos ella y yo 
pide que le haga el amor, dice que quiere calor 
tu y yo, nos devoramos bien demente 
y yo, me pongo mal de la mente 

This is the Remix 
Una Visión Quintana 
Farru, Una Visión Quintana 
Dímelo Pepe 
Mambo Kings 
Mambo Kings 
Anuel 
Real Hasta la Muerte oíste bebé 
La mara... 
Ozuna 
Esto es una visión Quintana 
Bryant Myers 
Dj Luian 
Darrel 
Carbon Fiber Music 
Kevin Roldán baby 
Alexio La Bruja 
#FreeAnuel
";1;"Se pasa mi celu checkeando 
que puta me anda llamando 

Porque tu eres solo mía y el lo tiene que entender 

Es una demente, no es ninguna pendeja 
de ninguna puta mi baby se deja 
y tira pa' lante' va a todas conmigo 
puta que le ronque le parte la ceja 

"
carlosvives;Quiero;"

Quiero cantarle al mundo
Y la vida conocer,
Para juzgar lo malo
Y al pobre defender.

Quiero tener amigos,
Quiero ser o no ser,
Quiero vivir mi vida
Y a todo el mundo querer.

El sol a mis espaldas,
Descalzo al caminar,
Conversar con el viento,
Sentarme a descansar.

Atarme a tus cabellos,
El cielo cabalgar,
Mirándome en tus ojos
Inmensos como el mar.

Quiero que el mundo cante,
Quiero ver sonreír,
Quiero que no haya guerras,
Que todo el mundo pueda vivir 
Muchas veces pregunto
La vida qué será,
Pero nadie contesta,
Todos miran atrás.

Se nos va de las manos,
El mundo se nos va,
Quiero gritar muy fuerte,
Viva la humanidad.
";0;
camila;Bsame;"

Bésame

Bésame, a destiempo,
Sin piedad y en silencio
Bésame, frena el tiempo,
Haz crecer lo que siento

Bésame, como si el mundo se acabara después
Bésame, y beso a beso pon el cielo al revés
Bésame, sin razon, por que quiere el corazón

Siénteme, en el viento
Mientras yo, muero lento
Bésame, sin motivos,
Y está vez, siempre contigo

Bésame así, sin compasión
Quédate en mi, sin condición
Dame tan solo un motivo
Y me quedo yo
";0;
camila;No Hay Vuelta Atrs;"

Nunca me había 
costado tanto mantenerme de pie
ya mi cuerpo está exhausto, mi mente se nubla
mi alma es obscura sin ti

Hoy se derrumba, mi sueño en tus brazos
mi corazón se acelera 
el aire es escaso
y el miedo me llena siento que voy a morir

Ya no puedo respirar 
sin la paz que tu me das,
no me quiero resignar 
a terminar pero esta vez
sé por primera vez
que no hay vuelta atrás

Noches de insomnio 
hundido en mi cama 
bañado en sudor 
destrozado en el alma 
la luz se apagó
ya no hay camino a seguir
No tengo nada 
que pueda ofrecerte 
lo que un día soñamos 
se perdió para siempre
no vuelvo a buscarte 
y voy a dejarte ir

";0;
